,Team,name,pos_keep,predicted_points
3401,PHI,A.Jeffery,WR,102.37054073825706
3402,PHI,N.Foles,QB,62.27438621564884
3403,PHI,Z.Ertz,TE,89.66886683904579
3404,PHI,N.Agholor,WR,82.41905689438741
3405,PHI,J.Ajayi,RB,95.32754159528267
3406,PHI,W.Smallwood,RB,55.33059723558881
3407,PHI,C.Wentz,QB,137.77841948770208
3408,PHI,N.Sudfeld,QB,48.26757225658916
3409,PHI,S.Gibson,WR,36.71307482176991
3410,PHI,C.Clement,RB,68.17200147752874
3411,CAR,T.Heinicke,QB,23.12442005515533
3412,DET,B.Ellington,WR,43.39279951992902
3413,HOU,L.Miller,RB,92.06106756551056
3414,HOU,R.Griffin,TE,37.87369783349186
3415,HOU,D.Hopkins,WR,116.32014908623941
3416,HOU,A.Blue,RB,46.6510834546667
3417,HOU,T.Ervin,RB,28.60313301761496
3418,HOU,W.Fuller,WR,66.47435259205892
3419,HOU,D.Watson,QB,103.47859254852872
3420,HOU,D.Foreman,RB,65.39487205168354
3421,JAX,T.Bohanon,RB,16.91415324220185
3422,JAX,B.Bortles,QB,116.1818077681996
3423,JAX,C.Grant,RB,22.56149514171222
3424,JAX,J.O'Shaughnessy,TE,22.733356519815928
3425,JAX,T.Yeldon,RB,50.37197516485407
3426,JAX,J.Mickens,WR,19.419241648975294
3427,JAX,K.Cole,WR,65.41868675027291
3428,JAX,D.Westbrook,WR,46.10286958452677
3429,JAX,L.Fournette,RB,121.32222907100291
3430,CHI,A.Robinson II,WR,43.48880231062691
3431,DAL,A.Hurns,WR,63.32665080930071
3432,KC,C.Henne,QB,38.30499836290023
3433,GB,M.Lewis,TE,56.57940262199804
3434,BUF,C.Ivory,RB,66.18224840256806
3435,JAX,A.Seferian-Jenkins,TE,36.32527280990951
3436,LA,J.Natson,WR,23.032769544944486
3437,NYJ,J.McCown,QB,111.89285648006233
3438,NYJ,B.Powell,RB,64.91756762738905
3439,NYJ,J.Kearse,WR,59.47503205977078
3440,NYJ,N.Sterling,TE,32.03601697907831
