PLAYER,POS,TEAM,AGE,YRS,DOLLARS,AVERAGE SALARY,GUARANTEED ,PRACTICAL GUARANTEES,% GTD,FREE AGENT
Cody Core (2016-2019),WR,CIN,25,4,"$2,467,932 ","$616,983 ","$127,932 ","$127,932 ",5.18%,2020
Christopher Carson (2017-2020),RB,SEA,24,4,"$2,465,129 ","$616,282 ","$65,129 ","$65,129 ",2.64%,2021
Mason Schreck (2017-2020),TE,CIN,25,4,"$2,464,270 ","$616,068 ","$64,270 ","$64,270 ",2.61%,2021
Anthony Zettel (2016-2019),DE,CLESigned w/DET,26,4,"$2,463,723 ","$615,931 ","$123,723 ","$123,723 ",5.02%,2020
Mike Thomas (2016-2019),WR,LA,24,4,"$2,456,070 ","$614,018 ","$116,070 ","$116,070 ",4.73%,2020
Jeff Driskel (2016-2019),QB,CINSigned w/SF,26,4,"$2,452,539 ","$613,135 ","$112,539 ","$112,539 ",4.59%,2020
Kamu Grugier-Hill (2016-2019),OLB,PHISigned w/NE,25,4,"$2,440,356 ","$610,089 ","$100,356 ","$100,356 ",4.11%,2020
Maurice Canady (2016-2019),CB,BAL,25,4,"$2,440,356 ","$610,089 ","$100,356 ","$100,356 ",4.11%,2020
Kavon Frazier (2016-2019),S,DAL,24,4,"$2,440,356 ","$610,089 ","$100,356 ","$100,356 ",4.11%,2020
Elandon Roberts (2016-2019),OLB,NE,25,4,"$2,440,356 ","$610,089 ","$100,356 ","$100,356 ",4.11%,2020
Kevon Seymour (2016-2019),CB,CARSigned w/BUF,25,4,"$2,440,356 ","$610,089 ","$100,356 ","$100,356 ",4.11%,2020
Will Parks (2016-2019),S,DEN,24,4,"$2,440,356 ","$610,089 ","$100,356 ","$100,356 ",4.11%,2020
Riley Dixon (2016-2019),P,NYGSigned w/DEN,25,4,"$2,420,009 ","$605,002 ","$80,009 ","$80,009 ",3.31%,2020
Jalen Mills (2016-2019),S,PHI,25,4,"$2,416,856 ","$604,214 ","$76,856 ","$76,856 ",3.18%,2020
Lac Edwards (2016-2019),P,NYJ,27,4,"$2,415,795 ","$603,949 ","$75,795 ","$75,795 ",3.14%,2020
Charone Peake (2016-2019),WR,NYJ,26,4,"$2,408,382 ","$602,096 ","$68,382 ","$68,382 ",2.84%,2020
Jayron Kearse (2016-2019),S,MIN,25,4,"$2,404,224 ","$601,056 ","$64,224 ","$64,224 ",2.67%,2020
Clayton Fejedelem (2016-2019),S,CIN,26,4,"$2,403,550 ","$600,888 ","$63,550 ","$63,550 ",2.64%,2020
Tyler Matakevich (2016-2019),ILB,PIT,26,4,"$2,403,050 ","$600,763 ","$63,050 ","$63,050 ",2.62%,2020
Austin Blythe (2016-2019),G,LASigned w/IND,27,4,"$2,401,989 ","$600,497 ","$61,989 ","$61,989 ",2.58%,2020
Alex Armah (2017-2020),FB,CAR,25,4,"$2,400,000 ","$600,000 ",-,-,-,2021
Blake Countess (2019-2020),S,PHI,25,2,"$2,350,000 ","$1,175,000 ","$180,000 ","$180,000 ",7.66%,2021
Stephen Weatherly (2016-2019),DE,MIN,25,4,"$2,340,000 ","$585,000 ",-,-,-,2020
Chandler Catanzaro (2019-2019),K,NYJ,28,1,"$2,300,000 ","$2,300,000 ","$600,000 ","$600,000 ",26.09%,2020
Chris Manhertz (2019-2020),TE,CAR,27,2,"$2,300,000 ","$1,150,000 ","$320,000 ","$320,000 ",13.91%,2021
Clark Harris (2019-2020),LS,CIN,34,2,"$2,295,000 ","$1,147,500 ",-,"$180,000 ",7.84%,2021
Al Woods (2019-2019),DT,SEA,32,1,"$2,250,000 ","$2,250,000 ","$400,000 ","$400,000 ",17.78%,2020
Vinny Curry (2019-2019),DE,PHI,30,1,"$2,250,000 ","$2,250,000 ","$2,000,000 ","$2,000,000 ",88.89%,2020
P.J. Williams (2019-2019),CB,NO,26,1,"$2,250,000 ","$2,250,000 ","$2,250,000 ","$2,250,000 ",100.00%,2020
Tyrell Adams (2018-2020),OLB,HOU,27,3,"$2,245,000 ","$748,333 ",-,-,-,2021
Nick Bellore (2019-2020),FB,SEA,30,2,"$2,230,000 ","$1,115,000 ","$600,000 ","$600,000 ",26.91%,2021
James O'Shaughnessy (2019-2019),TE,JAX,27,2,"$2,225,000 ","$1,112,500 ","$400,000 ","$400,000 ",17.98%,2020
Zach Line (2018-2019),FB,NO,29,2,"$2,200,000 ","$1,100,000 ","$200,000 ","$200,000 ",9.09%,2020
Alex Tanney (2019-2020),QB,NYG,31,2,"$2,150,000 ","$1,075,000 ","$75,000 ","$75,000 ",3.49%,2021
Rashaan Melvin (2019-2019),CB,DET,29,1,"$2,150,000 ","$2,150,000 ","$700,000 ","$700,000 ",32.56%,2020
Peyton Barber (2019-2019),RB,TB,25,1,"$2,125,000 ","$2,125,000 ","$1,000,000 ","$1,000,000 ",47.06%,2020
Marcedes Lewis (2019-2019),TE,GB,35,1,"$2,100,000 ","$2,100,000 ","$500,000 ","$500,000 ",23.81%,2020
Joe Looney (2018-2019),G,DAL,28,2,"$2,100,000 ","$1,050,000 ","$250,000 ","$250,000 ",11.90%,2020
E.J. Gaines (2019-2019),CB,BUF,27,1,"$2,100,000 ","$2,100,000 ","$250,000 ","$250,000 ",11.90%,2020
Quinton Spain (2019-2019),G,BUF,27,1,"$2,050,000 ","$2,050,000 ","$200,000 ","$200,000 ",9.76%,2020
Evan Boehm (2019-2019),G,IND,25,1,"$2,025,000 ","$2,025,000 ",-,-,-,2020
Matthias Farley (2019-2019),SS,IND,26,1,"$2,025,000 ","$2,025,000 ",-,-,-,2020
Josh Gordon (2019-2019),WR,NE,28,1,"$2,025,000 ","$2,025,000 ",-,-,-,2020
Brandon Dunn (2019-2019),DT,HOU,26,1,"$2,025,000 ","$2,025,000 ",-,-,-,2020
Xavier Grimble (2019-2019),TE,PIT,26,1,"$2,025,000 ","$2,025,000 ",-,-,-,2020
Quinton Jefferson (2019-2019),DE,SEA,26,1,"$2,025,000 ","$2,025,000 ",-,-,-,2020
Rashard Higgins (2019-2019),WR,CLE,24,1,"$2,025,000 ","$2,025,000 ",-,-,-,2020
Jordan Lucas (2019-2019),S,KC,25,1,"$2,025,000 ","$2,025,000 ",-,-,-,2020
Brennan Scarlett (2019-2019),OLB,HOU,25,1,"$2,025,000 ","$2,025,000 ",-,-,-,2020
Trevor Williams (2019-2019),CB,LAC,25,1,"$2,025,000 ","$2,025,000 ",-,-,-,2020
Rashod Hill (2019-2019),T,MIN,27,1,"$2,025,000 ","$2,025,000 ",-,-,-,2020
Ken Crawley (2019-2019),CB,NO,26,1,"$2,025,000 ","$2,025,000 ",-,-,-,2020
Frank Gore (2019-2019),RB,BUF,36,1,"$2,000,000 ","$2,000,000 ","$500,000 ","$500,000 ",25.00%,2020
A.Q. Shipley (2018-2019),C,ARI,33,1,"$2,000,000 ","$2,000,000 ","$710,000 ","$710,000 ",35.50%,2020
Adrian Clayborn (2019-2019),DE,ATL,30,1,"$2,000,000 ","$2,000,000 ","$750,000 ","$750,000 ",37.50%,2020
Charles Clay (2019-2019),TE,ARI,30,1,"$2,000,000 ","$2,000,000 ","$350,000 ","$350,000 ",17.50%,2020
Ryan Tannehill (2019-2019),QB,TEN,30,1,"$2,000,000 ","$2,000,000 ","$1,500,000 ","$1,500,000 ",75.00%,2020
Vontaze Burfict (2019-2019),OLB,OAK,28,1,"$2,000,000 ","$2,000,000 ","$300,000 ","$300,000 ",15.00%,2020
LaAdrian Waddle (2019-2019),RT,BUF,27,1,"$2,000,000 ","$2,000,000 ","$400,000 ","$400,000 ",20.00%,2020
Bashaud Breeland (2019-2019),CB,KC,27,1,"$2,000,000 ","$2,000,000 ","$1,150,000 ","$1,150,000 ",57.50%,2020
Adrian Phillips (2019-2019),FS,LAC,27,1,"$2,000,000 ","$2,000,000 ","$1,250,000 ","$1,250,000 ",62.50%,2020
Seth Roberts (2019-2019),WR,BAL,28,1,"$2,000,000 ","$2,000,000 ","$1,000,000 ","$1,000,000 ",50.00%,2020
Carl Davis (2019-2019),DT,CLE,27,1,"$2,000,000 ","$2,000,000 ","$400,000 ","$400,000 ",20.00%,2020
Max Garcia (2019-2019),G,ARI,27,1,"$2,000,000 ","$2,000,000 ","$400,000 ","$400,000 ",20.00%,2020
Trevor Siemian (2019-2019),QB,NYJ,27,1,"$2,000,000 ","$2,000,000 ","$1,000,000 ","$1,000,000 ",50.00%,2020
Timmy Jernigan (2019-2019),DT,PHI,26,1,"$2,000,000 ","$2,000,000 ","$1,000,000 ","$1,000,000 ",50.00%,2020
Jamie Collins (2019-2019),OLB,NE,29,1,"$2,000,000 ","$2,000,000 ","$250,000 ","$250,000 ",12.50%,2020
Marcus Murphy (2017-2019),RB,BUF,28,3,"$1,965,000 ","$655,000 ",-,-,-,2020
Mike Glennon (2019-2019),QB,OAK,29,1,"$1,950,000 ","$1,950,000 ","$1,400,000 ","$1,400,000 ",71.79%,2020
Cole Wick (2018-2020),TE,TEN,25,3,"$1,950,000 ","$650,000 ",-,-,-,2021
Daeshon Hall (2018-2020),DE,PHI,24,3,"$1,950,000 ","$650,000 ",-,-,-,2021
Jeremy McNichols (2018-2020),RB,TEN,23,3,"$1,950,000 ","$650,000 ",-,-,-,2021
Al-Quadin Muhammad (2018-2020),DE,IND,24,3,"$1,935,000 ","$645,000 ",-,-,-,2021
Richard Rodgers (2019-2020),TE,PHI,27,2,"$1,925,000 ","$962,500 ","$500,000 ","$500,000 ",25.97%,2021
Rontez Miles (2019-2019),FS,NYJ,30,1,"$1,907,000 ","$1,907,000 ",-,-,-,2020
Ted Karras (2017-2019),G,NE,26,3,"$1,890,000 ","$630,000 ",-,-,-,2020
Brett Hundley (2019-2019),QB,ARI,26,1,"$1,875,000 ","$1,875,000 ","$750,000 ","$750,000 ",40.00%,2020
Cassius Marsh (2019-2019),OLB,SEA,26,1,"$1,850,000 ","$1,850,000 ","$600,000 ","$600,000 ",32.43%,2020
Cyrus Jones (2018-2019),CB,BALSigned w/NE,25,2,"$1,810,000 ","$905,000 ",-,-,-,2020
Jordan Matthews (2019-2019),WR,SF,26,1,"$1,800,000 ","$1,800,000 ","$300,000 ","$300,000 ",16.67%,2020
Denzell Good (2019-2019),RT,OAK,28,1,"$1,800,000 ","$1,800,000 ","$500,000 ","$500,000 ",27.78%,2020
David Sills (2019-2021),WR,BUF,0,3,"$1,790,000 ","$596,667 ","$35,000 ","$35,000 ",1.96%,2022
Iosua Opeta (2019-2021),G,PHI,0,3,"$1,780,000 ","$593,333 ","$80,000 ","$80,000 ",4.49%,2022
Keelan Doss (2019-2021),WR,OAK,0,3,"$1,777,500 ","$592,500 ","$52,500 ","$52,500 ",2.95%,2022
Zack Bailey (2019-2021),G,TB,0,3,"$1,777,500 ","$592,500 ","$45,000 ","$45,000 ",2.53%,2022
David Blough (2019-2021),QB,CLE,0,3,"$1,775,000 ","$591,667 ","$80,000 ","$80,000 ",4.51%,2022
Jegs Jegede (2019-2021) ,DE,IND,0,3,"$1,775,000 ","$591,667 ","$20,000 ","$20,000 ",1.13%,2022
Ryan Pope (2019-2021),T,DET,0,3,"$1,775,000 ","$591,667 ","$165,000 ","$165,000 ",9.30%,2022
Alexander Myres (2019-2021),CB,PIT,0,3,"$1,775,000 ","$591,667 ","$20,000 ","$20,000 ",1.13%,2022
Alijah Holder (2019-2021),CB,DEN,0,3,"$1,773,000 ","$591,000 ","$30,000 ","$30,000 ",1.69%,2022
JoJo McIntosh (2019-2021),S,WAS,0,3,"$1,771,000 ","$590,333 ","$16,000 ","$16,000 ",0.90%,2022
Willie Wright (2019-2021),C,CLE,0,3,"$1,770,000 ","$590,000 ","$25,000 ","$25,000 ",1.41%,2022
Carl Granderson (2019-2021),DE,NO,0,3,"$1,770,000 ","$590,000 ","$85,000 ","$85,000 ",4.80%,2022
Wyatt Ray (2019-2021),DE,CLE,0,3,"$1,770,000 ","$590,000 ","$15,000 ","$15,000 ",0.85%,2022
Jarrell Owens (2019-2021),DE,CLE,0,3,"$1,770,000 ","$590,000 ","$15,000 ","$15,000 ",0.85%,2022
Anree Saint-Amour (2019-2021),DE,MIN,0,3,"$1,770,000 ","$590,000 ","$65,000 ","$65,000 ",3.67%,2022
Ashton Dulin (2019-2021),WR,IND,0,3,"$1,770,000 ","$590,000 ","$15,000 ","$15,000 ",0.85%,2022
Hale Hentges (2019-2021),TE,IND,0,3,"$1,770,000 ","$590,000 ","$15,000 ","$15,000 ",0.85%,2022
Malik Reed (2019-2021),OLB,DENSigned w/NYJ,0,3,"$1,770,000 ","$590,000 ","$30,000 ","$30,000 ",1.69%,2022
Josiah Tauaefa (2019-2021),LB,NYG,0,3,"$1,770,000 ","$590,000 ","$110,000 ","$110,000 ",6.21%,2022
Azeez Al-Shaair (2019-2021),LB,SF,0,3,"$1,770,000 ","$590,000 ","$65,000 ","$65,000 ",3.67%,2022
Dax Raymond (2019-2021),TE,CHI,0,3,"$1,770,000 ","$590,000 ","$45,000 ","$45,000 ",2.54%,2022
Tyree Jackson (2019-2021),QB,BUF,0,3,"$1,770,000 ","$590,000 ","$75,000 ","$75,000 ",4.24%,2022
Malik Henry (2019-2021),WR,SF,0,3,"$1,770,000 ","$590,000 ","$90,000 ","$90,000 ",5.08%,2022
Damion Willis (2019-2021),WR,CIN,0,3,"$1,770,000 ","$590,000 ","$15,000 ","$15,000 ",0.85%,2022
Alex Wesley (2019-2021),WR,NYG,0,3,"$1,770,000 ","$590,000 ","$15,000 ","$15,000 ",0.85%,2022
Keisean Nixon (2019-2021),CB,OAK,0,3,"$1,770,000 ","$590,000 ","$25,000 ","$25,000 ",1.41%,2022
Steven Sims Jr. (2019-2021),WR,WAS,0,3,"$1,770,000 ","$590,000 ","$15,000 ","$15,000 ",0.85%,2022
Penny Hart (2019-2021),WR,IND,0,3,"$1,770,000 ","$590,000 ","$15,000 ","$15,000 ",0.85%,2022
Fred Johnson (2019-2021),G,PIT,0,3,"$1,770,000 ","$590,000 ","$15,000 ","$15,000 ",0.85%,2022
Jake Browning (2019-2021),QB,MIN,0,3,"$1,770,000 ","$590,000 ","$140,000 ","$140,000 ",7.91%,2022
Andrew Beck (2019-2021),TE,NE,0,3,"$1,770,000 ","$590,000 ","$115,000 ","$115,000 ",6.50%,2022
Bryan Blunt (2019-2021),LB,WAS,0,3,"$1,770,000 ","$590,000 ","$25,000 ","$25,000 ",1.41%,2022
Nick Easley (2019-2021),WR,BUF,0,3,"$1,768,000 ","$589,333 ","$13,000 ","$13,000 ",0.74%,2022
Demetrius Flannigan-Fowles (2019-2021),S,SF,0,3,"$1,767,500 ","$589,167 ","$62,500 ","$62,500 ",3.54%,2022
Chuck Harris (2019-2021),DE,CHI,0,3,"$1,767,499 ","$589,166 ","$37,500 ","$37,500 ",2.12%,2022
Mike Onuoha (2019-2021),OLB,BAL,0,3,"$1,767,000 ","$589,000 ","$12,000 ","$12,000 ",0.68%,2022
Kevin Givens (2019-2021),DT,SF,0,3,"$1,767,000 ","$589,000 ","$37,000 ","$37,000 ",2.09%,2022
Emanuel Hall (2019-2021),WR,CHI,0,3,"$1,767,000 ","$589,000 ","$42,000 ","$42,000 ",2.38%,2022
Brandon Dillon (2019-2021),TE,MIN,0,3,"$1,765,000 ","$588,333 ","$20,000 ","$20,000 ",1.13%,2022
Jakobi Meyers (2019-2021),WR,NE,0,3,"$1,765,000 ","$588,333 ","$60,000 ","$60,000 ",3.40%,2022
Terry Wright (2019-2021),WR,SEA,0,3,"$1,765,000 ","$588,333 ","$10,000 ","$10,000 ",0.57%,2022
Tyler Gauthier (2019-2021),C,NE,0,3,"$1,765,000 ","$588,333 ","$70,000 ","$70,000 ",3.97%,2022
Malik Carney (2019-2021),DE,DET,0,3,"$1,765,000 ","$588,333 ","$35,000 ","$35,000 ",1.98%,2022
Rashard Causey (2019-2021),CB,ATL,0,3,"$1,765,000 ","$588,333 ","$10,000 ","$10,000 ",0.57%,2022
Andre James (2019-2021),T,OAK,0,3,"$1,765,000 ","$588,333 ","$10,000 ","$10,000 ",0.57%,2022
Jamie Gillan (2019-2021),P,CLE,0,3,"$1,765,000 ","$588,333 ","$10,000 ","$10,000 ",0.57%,2022
Tyree Mayfield (2019-2021),TE,SF,0,3,"$1,765,000 ","$588,333 ","$35,000 ","$35,000 ",1.98%,2022
Damarea Crockett (2019-2021),RB,HOU,0,3,"$1,765,000 ","$588,333 ","$45,000 ","$45,000 ",2.55%,2022
Koa Farmer (2019-2021),OLB,OAK,0,3,"$1,765,000 ","$588,333 ","$10,000 ","$10,000 ",0.57%,2022
Khari Blasingame (2019-2021),FB,MIN,0,3,"$1,765,000 ","$588,333 ","$30,000 ","$30,000 ",1.70%,2022
Davion Davis (2019-2021),WR,MIN,0,3,"$1,765,000 ","$588,333 ","$10,000 ","$10,000 ",0.57%,2022
Joe Dineen (2019-2021),LB,DEN,0,3,"$1,765,000 ","$588,333 ","$10,000 ","$10,000 ",0.57%,2022
Davante Davis (2019-2021),CB,SEA,0,3,"$1,765,000 ","$588,333 ","$10,000 ","$10,000 ",0.57%,2022
Jamell Garcia-Williams (2019-2021),DT,SF,0,3,"$1,765,000 ","$588,333 ","$90,000 ","$90,000 ",5.10%,2022
Johnnie Dixon (2019-2021),WR,HOU,0,3,"$1,765,000 ","$588,333 ","$50,000 ","$50,000 ",2.83%,2022
Drew Lewis (2019-2021),DT,HOU,0,3,"$1,765,000 ","$588,333 ","$25,000 ","$25,000 ",1.42%,2022
Trinity Benson (2019-2021),WR,DEN,0,3,"$1,765,000 ","$588,333 ","$10,000 ","$10,000 ",0.57%,2022
Otaro Alaka (2019-2021),ILB,BAL,0,3,"$1,765,000 ","$588,333 ","$50,000 ","$50,000 ",2.83%,2022
Chris Johnson (2019-2021),S,HOU,0,3,"$1,765,000 ","$588,333 ","$35,000 ","$35,000 ",1.98%,2022
Terez Hall (2019-2021),LB,NE,0,3,"$1,765,000 ","$588,333 ","$85,000 ","$85,000 ",4.82%,2022
Nate Meadors (2019-2021),CB,MIN,0,3,"$1,765,000 ","$588,333 ","$40,000 ","$40,000 ",2.27%,2022
Darius Harris (2019-2021),OLB,KC,0,3,"$1,765,000 ","$588,333 ","$60,000 ","$60,000 ",3.40%,2022
Jack Fox (2019-2021),P,KC,0,3,"$1,765,000 ","$588,333 ","$55,000 ","$55,000 ",3.12%,2022
Micah Abernathy (2019-2021),S,MIN,0,3,"$1,765,000 ","$588,333 ","$35,000 ","$35,000 ",1.98%,2022
Mark McLaurin (2019-2021),S,NYG,0,3,"$1,765,000 ","$588,333 ","$30,000 ","$30,000 ",1.70%,2022
Malik Gant (2019-2021),S,NE,0,3,"$1,765,000 ","$588,333 ","$85,000 ","$85,000 ",4.82%,2022
Deonte Harris (2019-2021),WR,NO,0,3,"$1,765,000 ","$588,333 ","$25,000 ","$25,000 ",1.42%,2022
Walter Palmore (2019-2021),DT,HOU,0,3,"$1,765,000 ","$588,333 ","$40,000 ","$40,000 ",2.27%,2022
Mathieu Betts (2019-2021),DE,CHI,0,3,"$1,765,000 ","$588,333 ","$22,000 ","$22,000 ",1.25%,2022
Paul Adams (2019-2021),T,NYG,0,3,"$1,765,000 ","$588,333 ","$10,000 ","$10,000 ",0.57%,2022
C.J. Conrad (2019-2021),TE,NYG,0,3,"$1,765,000 ","$588,333 ","$10,000 ","$10,000 ",0.57%,2022
Todd Rahming (2019-2021),WR,WAS,0,3,"$1,765,000 ","$588,333 ","$10,000 ","$10,000 ",0.57%,2022
Tevaughn Campbell (2019-2021),CB,NYJ,26,3,"$1,765,000 ","$588,333 ","$10,000 ","$10,000 ",0.57%,2022
Derrek Thomas (2019-2021),CB,SEA,0,3,"$1,765,000 ","$588,333 ","$10,000 ","$10,000 ",0.57%,2022
Chris Westry (2019-2021),CB,DAL,0,3,"$1,765,000 ","$588,333 ","$100,000 ","$100,000 ",5.67%,2022
Alec Ingold (2019-2021),FB,OAK,0,3,"$1,765,000 ","$588,333 ","$10,000 ","$10,000 ",0.57%,2022
Brett Rypien (2019-2021),QB,DEN,0,3,"$1,765,000 ","$588,333 ","$146,000 ","$146,000 ",8.27%,2022
Ryan Davis (2019-2021),WR,NE,0,3,"$1,765,000 ","$588,333 ","$70,000 ","$70,000 ",3.97%,2022
Antoine Wesley (2019-2021),WR,BAL,0,3,"$1,765,000 ","$588,333 ","$26,000 ","$26,000 ",1.47%,2022
Gerald Willis (2019-2021),DT,BAL,0,3,"$1,765,000 ","$588,333 ","$60,000 ","$60,000 ",3.40%,2022
Te'Von Coney (2019-2021),LB,OAK,0,3,"$1,764,000 ","$588,000 ","$9,000 ","$9,000 ",0.51%,2022
Jazz Ferguson (2019-2021),WR,SEA,0,3,"$1,763,000 ","$587,667 ","$8,000 ","$8,000 ",0.45%,2022
Malcolm Pridgeon (2019-2021),T,HOU,0,3,"$1,763,000 ","$587,667 ","$43,000 ","$43,000 ",2.44%,2022
Juwan Foggie (2019-2021),LB,BUF,0,3,"$1,763,000 ","$587,667 ","$8,000 ","$8,000 ",0.45%,2022
Patrick Mekari (2019-2021),G,BAL,21,3,"$1,763,000 ","$587,667 ","$58,000 ","$58,000 ",3.29%,2022
Demetrius Knox (2019-2021),G,SEA,0,3,"$1,763,000 ","$587,667 ","$8,000 ","$8,000 ",0.45%,2022
D.J. Coker (2019-2021),C,HOU,0,3,"$1,763,000 ","$587,667 ","$13,000 ","$13,000 ",0.74%,2022
Cody Thompson (2019-2021),WR,KC,0,3,"$1,762,500 ","$587,500 ","$57,500 ","$57,500 ",3.26%,2022
Dedrick Young II (2019-2021),LB,CLE,0,3,"$1,762,500 ","$587,500 ","$7,500 ","$7,500 ",0.43%,2022
Lester Cotton (2019-2021),G,OAK,0,3,"$1,762,500 ","$587,500 ","$7,500 ","$7,500 ",0.43%,2022
Jake Carlock (2019-2021),CB,NYG,0,3,"$1,762,500 ","$587,500 ","$7,500 ","$7,500 ",0.43%,2022
Tyree St. Louis (2019-2021),T,NE,0,3,"$1,762,500 ","$587,500 ","$27,500 ","$27,500 ",1.56%,2022
Ethan Greenidge (2019-2021),T,NO,0,3,"$1,762,500 ","$587,500 ","$37,500 ","$37,500 ",2.13%,2022
Dylan Mabin (2019-2021),CB,OAK,0,3,"$1,762,500 ","$587,500 ","$7,500 ","$7,500 ",0.43%,2022
Nick Brossette (2019-2021),RB,NE,0,3,"$1,762,500 ","$587,500 ","$37,500 ","$37,500 ",2.13%,2022
Kyle Shurmur (2019-2021),QB,KC,0,3,"$1,762,500 ","$587,500 ","$75,000 ","$75,000 ",4.26%,2022
Josh Watson (2019-2021),LB,DEN,0,3,"$1,762,500 ","$587,500 ","$7,500 ","$7,500 ",0.43%,2022
Jamal Davis (2019-2021),OLB,HOU,0,3,"$1,762,000 ","$587,333 ","$37,000 ","$37,000 ",2.10%,2022
J.T. Hassell (2019-2021),S,CLE,0,3,"$1,762,000 ","$587,333 ","$7,000 ","$7,000 ",0.40%,2022
Greg Roberts (2019-2021),DE,GB,0,3,"$1,762,000 ","$587,333 ","$72,000 ","$72,000 ",4.09%,2022
Curtis Bolton (2019-2021),LB,GB,0,3,"$1,762,000 ","$587,333 ","$7,000 ","$7,000 ",0.40%,2022
Devontae Jackson (2019-2021),RB,DEN,0,3,"$1,762,000 ","$587,333 ","$7,000 ","$7,000 ",0.40%,2022
Randy Ramsey (2019-2021),OLB,GB,0,3,"$1,762,000 ","$587,333 ","$7,000 ","$7,000 ",0.40%,2022
Manny Wilkins (2019-2021),QB,GB,0,3,"$1,762,000 ","$587,333 ","$7,000 ","$7,000 ",0.40%,2022
Davis Koppenhaver (2019-2021),TE,GB,0,3,"$1,762,000 ","$587,333 ","$7,000 ","$7,000 ",0.40%,2022
Trevor Wood (2019-2021),TE,PIT,0,3,"$1,762,000 ","$587,333 ","$7,000 ","$7,000 ",0.40%,2022
Markus Jones (2019-2021),OLB,BAL,0,3,"$1,761,000 ","$587,000 ","$6,000 ","$6,000 ",0.34%,2022
Karan Higdon (2019-2021),RB,HOU,0,3,"$1,760,000 ","$586,667 ","$50,000 ","$50,000 ",2.84%,2022
Silas Stewart (2019-2021),OLB,BAL,0,3,"$1,760,000 ","$586,667 ","$15,000 ","$15,000 ",0.85%,2022
Lukayus McNeil (2019-2021),T,OAK,0,3,"$1,760,000 ","$586,667 ","$5,000 ","$5,000 ",0.28%,2022
Alex Bars (2019-2021),G,CHI,0,3,"$1,760,000 ","$586,667 ","$40,000 ","$40,000 ",2.27%,2022
Doyin Jibowu (2019-2021),CB,CHI,0,3,"$1,760,000 ","$586,667 ","$12,500 ","$12,500 ",0.71%,2022
Albert Huggins (2019-2021),DT,HOU,0,3,"$1,760,000 ","$586,667 ","$40,000 ","$40,000 ",2.27%,2022
Shawn Poindexter (2019-2021),WR,SF,0,3,"$1,760,000 ","$586,667 ","$25,000 ","$25,000 ",1.42%,2022
E.J. Ejiya (2019-2021),ILB,BAL,0,3,"$1,760,000 ","$586,667 ","$5,000 ","$5,000 ",0.28%,2022
John Leglue (2019-2021),G,DEN,0,3,"$1,760,000 ","$586,667 ","$5,000 ","$5,000 ",0.28%,2022
Brandon Knight (2019-2021),T,DAL,0,3,"$1,760,000 ","$586,667 ","$55,000 ","$55,000 ",3.13%,2022
Luke Gifford (2019-2021),LB,DAL,0,3,"$1,760,000 ","$586,667 ","$55,000 ","$55,000 ",3.13%,2022
Ian Bunting (2019-2021),TE,CHI,23,3,"$1,760,000 ","$586,667 ","$15,000 ","$15,000 ",0.85%,2022
Justin Johnson (2019-2021),TE,SEA,0,3,"$1,760,000 ","$586,667 ","$5,000 ","$5,000 ",0.28%,2022
Jesse Aniebonam (2019-2021),OLB,HOU,0,3,"$1,760,000 ","$586,667 ","$15,000 ","$15,000 ",0.85%,2022
Calvin Anderson (2019-2021),T,NYJSigned w/NE,0,3,"$1,760,000 ","$586,667 ","$30,000 ","$30,000 ",1.70%,2022
James O'Hagan (2019-2021),C,NYG,0,3,"$1,760,000 ","$586,667 ","$35,000 ","$35,000 ",1.99%,2022
Wilton Speight (2019-2021),QB,SF,0,3,"$1,760,000 ","$586,667 ","$20,000 ","$20,000 ",1.14%,2022
Derrick Baity (2019-2021),CB,HOU,0,3,"$1,760,000 ","$586,667 ","$25,000 ","$25,000 ",1.42%,2022
Marquez Tucker (2019-2021),G,CHI,0,3,"$1,760,000 ","$586,667 ","$10,000 ","$10,000 ",0.57%,2022
Reggie White Jr (2019-2021),WR,NYG,0,3,"$1,760,000 ","$586,667 ","$5,000 ","$5,000 ",0.28%,2022
Ryan Bee (2019-2021),DT,WAS,0,3,"$1,760,000 ","$586,667 ","$5,000 ","$5,000 ",0.28%,2022
Matthew Wright (2019-2021),K,PIT,0,3,"$1,760,000 ","$586,667 ","$5,000 ","$5,000 ",0.28%,2022
Kelvin McKnight (2019-2021),WR,DEN,0,3,"$1,760,000 ","$586,667 ","$5,000 ","$5,000 ",0.28%,2022
Tyron Johnson (2019-2021),WR,HOU,0,3,"$1,760,000 ","$586,667 ","$35,000 ","$35,000 ",1.99%,2022
Eric Dungey (2019-2021),QB,NYG,0,3,"$1,760,000 ","$586,667 ","$5,000 ","$5,000 ",0.28%,2022
Daryle Banfield (2019-2021),DT,CHI,0,3,"$1,759,500 ","$586,500 ","$4,500 ","$4,500 ",0.26%,2022
Charles Scarff (2019-2021),TE,BAL,23,3,"$1,759,500 ","$586,500 ","$4,500 ","$4,500 ",0.26%,2022
Ellis Richardson (2019-2021),TE,CHI,0,3,"$1,759,500 ","$586,500 ","$4,500 ","$4,500 ",0.26%,2022
Javien Hamilton (2019-2021),CB,GB,0,3,"$1,759,200 ","$586,400 ","$4,200 ","$4,200 ",0.24%,2022
Cole Herdman (2019-2021),TE,BAL,24,3,"$1,759,000 ","$586,333 ","$4,000 ","$4,000 ",0.23%,2022
