PLAYER,POS,TEAM,AGE,YRS,DOLLARS,AVERAGE SALARY,GUARANTEED ,PRACTICAL GUARANTEES,% GTD,FREE AGENT
Gimel President (2019-2020),OLB,TEN,25,2,"$1,230,000 ","$615,000 ",-,-,-,2021
Roc Thomas (2019-2020),RB,MIN,23,2,"$1,230,000 ","$615,000 ",-,-,-,2021
Demone Harris (2019-2020),DE,TB,23,2,"$1,230,000 ","$615,000 ",-,-,-,2021
Najee Toran (2019-2020),T,SF,23,2,"$1,230,000 ","$615,000 ",-,-,-,2021
Cam Phillips (2019-2020),WR,BUF,23,2,"$1,230,000 ","$615,000 ",-,-,-,2021
Jamiyus Pittman (2019-2020),DT,MIA,24,2,"$1,230,000 ","$615,000 ",-,-,-,2021
Dalyn Dawkins (2019-2020),RB,TEN,24,2,"$1,230,000 ","$615,000 ",-,-,-,2021
Casey Dunn (2019-2020),C,WAS,24,2,"$1,230,000 ","$615,000 ",-,-,-,2021
A.J. Johnson (2019-2020),LB,DEN,27,2,"$1,230,000 ","$615,000 ",-,-,-,2021
Brandon Reilly (2019-2020),WR,DET,25,2,"$1,230,000 ","$615,000 ",-,-,-,2021
Darrell Williams (2019-2020),T,BAL,25,2,"$1,230,000 ","$615,000 ",-,-,-,2021
Chandon Sullivan (2019-2020),CB,GB,22,2,"$1,230,000 ","$615,000 ",-,-,-,2021
Colin Holba (2018-2019),LS,SF,24,2,"$1,200,000 ","$600,000 ",-,-,-,2020
Zane Gonzalez (2018-2019),K,ARI,24,2,"$1,200,000 ","$600,000 ",-,-,-,2020
Treyvon Hester (2018-2019),DT,PHI,26,2,"$1,200,000 ","$600,000 ",-,-,-,2020
Cameron Malveaux (2018-2019),DE,ARI,24,2,"$1,200,000 ","$600,000 ",-,-,-,2020
Carroll Phillips (2018-2019),OLB,IND,26,2,"$1,200,000 ","$600,000 ",-,-,-,2020
Maurice Smith (2018-2019),S,MIA,24,2,"$1,200,000 ","$600,000 ",-,-,-,2020
Victor Bolden (2018-2019),WR,BUF,24,2,"$1,200,000 ","$600,000 ",-,-,-,2020
Kyle Kalis (2018-2019),T,CLE,25,2,"$1,200,000 ","$600,000 ",-,-,-,2020
Taquan Mizzell (2018-2019),RB,CHI,25,2,"$1,200,000 ","$600,000 ",-,-,-,2020
Trey Edmunds (2018-2019),RB,PIT,24,2,"$1,200,000 ","$600,000 ",-,-,-,2020
Michael Tyson (2018-2019),CB,GBSigned w/HOU,25,2,"$1,200,000 ","$600,000 ",-,-,-,2020
Shane Ray (2019-2019),OLB,BAL,26,1,"$1,200,000 ","$1,200,000 ","$200,000 ","$200,000 ",16.67%,2020
Vontarrius Dora (2018-2019),OLB,ARI,26,2,"$1,200,000 ","$600,000 ",-,-,-,2020
James Onwualu (2018-2019),OLB,JAXSigned w/SF,24,2,"$1,200,000 ","$600,000 ",-,-,-,2020
Temarrick Hemingway (2018-2019),TE,CARSigned w/DEN,25,2,"$1,200,000 ","$600,000 ",-,-,-,2020
Pita Taumoepenu (2018-2019),OLB,ARISigned w/SF,25,1,"$1,200,000 ","$1,200,000 ",-,-,-,2020
Brandon Marshall (2019-2019),ILB,OAK,29,1,"$1,200,000 ","$1,200,000 ","$350,000 ","$350,000 ",29.17%,2020
Giorgio Tavecchio (2018-2019),K,ATL,28,2,"$1,200,000 ","$600,000 ",-,-,-,2020
Jordan Dangerfield (2018-2019),FS,PIT,28,2,"$1,200,000 ","$600,000 ",-,-,-,2020
Brandon Thomas (2018-2019),G,JAX,28,2,"$1,200,000 ","$600,000 ",-,-,-,2020
Kenny Ladler (2018-2019),SS,NYG,27,2,"$1,200,000 ","$600,000 ",-,-,-,2020
Marcus Hardison (2018-2019),DT,LACSigned w/HOU,27,2,"$1,200,000 ","$600,000 ",-,-,-,2020
Dean Marlowe (2018-2019),SS,BUF,26,2,"$1,200,000 ","$600,000 ",-,-,-,2020
Vincent Valentine (2018-2019),DT,ARI,25,2,"$1,200,000 ","$600,000 ",-,-,-,2020
Dan Vitale (2018-2019),FB,GB,24,2,"$1,200,000 ","$600,000 ",-,-,-,2020
Darius Jackson (2018-2019),RB,DAL,25,2,"$1,200,000 ","$600,000 ",-,-,-,2020
Joe Walker (2018-2019),ILB,ARI,26,2,"$1,200,000 ","$600,000 ",-,-,-,2020
Anthony Lanier (2018-2019),DE,LAC,26,2,"$1,200,000 ","$600,000 ",-,-,-,2020
Joshua Perkins (2018-2019),TE,PHI,23,2,"$1,200,000 ","$600,000 ",-,-,-,2020
Andy Jones (2018-2019),WR,DET,25,2,"$1,200,000 ","$600,000 ",-,-,-,2020
Dillon Gordon (2018-2019),TE,CARSigned w/KC,25,2,"$1,200,000 ","$600,000 ",-,-,-,2020
Tyler Marz (2018-2019),T,TEN,26,2,"$1,200,000 ","$600,000 ",-,-,-,2020
Denver Kirkland (2018-2019),G,OAK,25,2,"$1,200,000 ","$600,000 ",-,-,-,2020
Brendan Langley (2018-2019),CB,DEN,24,2,"$1,200,000 ","$600,000 ",-,-,-,2020
Zach Banner (2018-2019),T,PIT,25,2,"$1,200,000 ","$600,000 ",-,-,-,2020
Jehu Chesson (2018-2019),WR,WAS,25,2,"$1,200,000 ","$600,000 ",-,-,-,2020
Brian Hill (2018-2019),RB,ATL,23,2,"$1,200,000 ","$600,000 ",-,-,-,2020
Will Holden (2018-2019),T,ARI,25,2,"$1,200,000 ","$600,000 ",-,-,-,2020
Isaiah McKenzie (2018-2019),WR,BUFSigned w/DEN,24,2,"$1,200,000 ","$600,000 ",-,-,-,2020
Brian Allen (2018-2019),CB,PIT,25,2,"$1,200,000 ","$600,000 ",-,-,-,2020
Caleb Brantley (2018-2019),DT,WAS,24,2,"$1,200,000 ","$600,000 ",-,-,-,2020
Byron Marshall (2017-2019),RB,WAS,25,2,"$1,170,000 ","$585,000 ",-,-,-,2020
Jeff Badet (2019-2020),WR,MIN,24,2,"$1,155,000 ","$577,500 ","$75,000 ","$75,000 ",6.49%,2021
Don Muhlbach (2019-2019),LS,DET,37,1,"$1,120,000 ","$1,120,000 ","$90,000 ","$90,000 ",8.04%,2020
Zak DeOssie (2019-2019),LS,NYG,35,1,"$1,120,000 ","$1,120,000 ","$225,000 ","$225,000 ",20.09%,2020
John Denney (2019-2019),LS,MIA,40,1,"$1,120,000 ","$1,120,000 ","$90,000 ","$90,000 ",8.04%,2020
Jahleel Addae (2019-2019),SS,HOU,29,1,"$1,105,000 ","$1,105,000 ","$150,000 ","$150,000 ",13.57%,2020
Kareem Hunt (2019-2019),RB,CLE,23,1,"$1,100,000 ","$1,100,000 ",-,-,-,2020
K.C. McDermott (2019-2020),T,JAX,23,2,"$1,100,000 ","$550,000 ",-,-,-,2021
David Quessenberry (2019-2020),LT,TEN,28,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Kasey Redfern (2019-2020),P,DAL,27,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Alex Singleton (2019-2020),LB,PHI,25,2,"$1,080,000 ","$540,000 ",-,-,-,2021
James Vaughters (2019-2020),DE,CHI,26,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Jonathan Mincy (2019-2020),CB,CHI,26,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Moritz Boehringer (2019-2020),WR,CIN,25,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Alonzo Russell (2018-2020),WR,NYG,26,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Travez Calhoun (2019-2020),S,ATL,26,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Farrington Huguenin (2019-2020),DE,TB,27,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Jeremiah McKinnon (2019-2020),CB,PHI,26,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Austin Larkin (2019-2020),DE,ATL,24,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Ronald Zamort (2019-2020),CB,NYG,27,2,"$1,080,000 ","$540,000 ",-,-,-,2021
A.J. Hendy (2019-2020),S,HOU,26,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Duke Williams (2019-2020),WR,BUF,26,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Jonathan Brown (2019-2020),K,SF,26,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Reece Horn (2019-2020),WR,MIA,0,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Marken Michel (2019-2020),WR,PHI,25,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Xavier Ubosi (2019-2020),WR,TB,0,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Zach Triner (2019-2020),LS,TB,28,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Antonio Garcia (2019-2020),T,IND,25,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Donnel Pumphrey (2019-2020),RB,PHI,24,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Jordan Morgan (2019-2020),G,NYJ,25,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Brad Seaton (2019-2020),T,CLE,25,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Khalfani Muhammad (2019-2020),RB,DEN,24,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Shakir Soto (2019-2020),DE,DAL,25,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Krishawn Hogan (2019-2020),WR,IND,24,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Phillip Walker (2019-2020),QB,IND,24,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Storm Norton (2019-2020),T,MIN,25,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Keith Towbridge (2019-2020),TE,BUFSigned w/TEN,24,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Dare Ogunbowale (2019-2020),RB,TB,25,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Horace Richardson (2018-2020),CB,DEN,25,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Devin Ross (2019-2020),WR,PHI,23,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Billy Brown (2019-2020),TE,IND,26,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Jomal Wiltz (2019-2020),CB,MIA,24,2,"$1,080,000 ","$540,000 ",-,-,-,2021
C.J. Board (2019-2020),WR,JAX,25,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Levonte Whitfield (2019-2020),WR,CIN,25,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Victor Salako (2019-2020),T,NYG,25,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Reggie Davis (2019-2020),WR,DAL,23,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Fred Brown (2019-2020),WR,DEN,25,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Michael Dunn (2019-2020),T,MIA,24,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Alex Gray (2019-2020),TE,ATL,28,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Jon Toth (2019-2020),C,NYJ,25,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Rick Leonard (2019-2020),T,HOU,22,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Andrew Brown (2019-2020),DE,CIN,23,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Chris Campbell (2019-2020),CB,NO,23,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Quentin Poling (2019-2020),ILB,MIA,24,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Travin Howard (2019-2020),OLB,LA,23,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Logan Woodside (2019-2020),QB,TEN,24,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Austin Proehl (2019-2020),WR,LA,23,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Kurt Benkert (2019-2020),QB,ATL,23,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Christian Blake (2019-2020),WR,ATL,23,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Devin Gray (2019-2020),WR,ATL,24,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Chris Lammons (2018-2019),CB,MIA,23,2,"$1,080,000 ","$540,000 ",-,-,-,2020
Curtis Cothran (2019-2020),DT,MIN,24,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Garret Dooley (2019-2020),LB,DET,24,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Jonathan Wynn (2019-2020),DE,DET,23,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Cole Boozer (2019-2020),T,TB,25,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Emmanuel Smith (2019-2020),LB,TB,23,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Jacob Tuioti-Mariner (2019-2020),DT,ATL,22,2,"$1,080,000 ","$540,000 ",-,-,-,2021
J.T. Barrett (2019-2020),QB,NO,24,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Jordan Chunn (2019-2020),RB,DAL,24,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Kyle Queiro (2019-2020),LB,DAL,24,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Donovan Olumba (2019-2020),CB,DAL,23,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Chris Cooper (2019-2020),S,ATL,25,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Steve Ishmael (2019-2020),WR,IND,23,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Robert Jackson (2019-2020),CB,CLE,25,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Austin Schlottmann (2019-2020),G,DEN,23,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Jaryd Jones-Smith (2019-2020),T,MIA,23,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Abdullah Anderson (2019-2020),DT,CHI,23,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Michael Joseph (2019-2020),CB,CHI,24,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Ryan Nall (2019-2020),RB,CHI,23,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Elijah Wellman (2019-2020),FB,WAS,24,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Mark Thompson (2019-2020),RB,DET,24,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Christian Dilauro (2019-2020),G,SF,24,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Daniel Ekuale (2019-2020),DT,CLE,25,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Brad Lundblade (2019-2020),C,CIN,23,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Jojo Wicker (2019-2020),DE,WAS,23,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Ryan Santoso (2019-2020),K,DET,23,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Connor Hilland (2018-2019) ,G,MIA,24,2,"$1,080,000 ","$540,000 ",-,-,-,2020
David Steinmetz (2019-2020),G,HOU,24,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Joe Ostman (2019-2020),DE,PHI,23,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Jordan Veasy (2019-2020),WR,IND,24,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Damon Webb (2019-2020),S,TEN,23,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Davin Bellamy (2019-2020),LB,HOU,24,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Jester Weah (2019-2020),WR,HOU,24,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Ruben Holcomb (2019-2020),G,TB,24,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Linden Stephens (2019-2020),S,DEN,24,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Nate Wozniak (2019-2020),G,NO,24,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Tigie Sankoh (2019-2020),S,CLE,21,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Deontez Alexander (2019-2020),WR,DET,0,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Codey McElroy (2019-2020),TE,DAL,26,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Steven Parker (2019-2020),S,LA,23,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Jaeden Graham (2019-2020),TE,ATL,23,2,"$1,080,000 ","$540,000 ",-,-,-,2021
John Franklin (2019-2020),CB,CHI,24,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Josh Woods (2019-2020),LB,CHI,22,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Ramon Richards (2019-2020),SS,LA,23,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Eric Cotton (2019-2020),DE,GB,0,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Tristan Vizcaino (2019-2020),K,CIN,0,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Jameer Thurman (2019-2020),LB,CHI,24,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Sam Eguavoen (2019-2020),LB,MIA,26,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Jordan Williams-Lambert (2019-2020),WR,CHI,25,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Ashton Lampkin (2019-2020),CB,WAS,25,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Terrell Williams (2019-2020),S,NO,23,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Andrew Vollert (2019-2020),TE,LACSigned w/CIN,24,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Bryant Mitchell (2019-2020),WR,TB,26,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Cody Hollister (2019-2020),WR,TEN,25,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Jamar Summers (2019-2020),CB,MIA,24,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Tony Adams (2019-2020),T,MIA,23,2,"$1,080,000 ","$540,000 ",-,-,-,2021
Dominique Rodgers-Cromartie (2019-2019),CB,WAS,33,1,"$1,075,000 ","$1,075,000 ",-,-,-,2020
Cameron Johnston (2018-2019),P,PHI,27,2,"$1,065,000 ","$532,500 ","$15,000 ","$15,000 ",1.41%,2020
Jason Croom (2018-2019),TE,BUF,25,2,"$1,054,000 ","$527,000 ","$4,000 ","$4,000 ",0.38%,2020
Cory Carter (2018-2019),P,BUF,24,2,"$1,052,000 ","$526,000 ","$2,000 ","$2,000 ",0.19%,2020
Grant Haley (2018-2019),CB,NYG,23,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Cameron Batson (2018-2019),WR,TEN,23,2,"$1,050,000 ","$525,000 ",-,-,-,2020
NIco Falah (2018-2020) ,C,DEN,24,2,"$1,050,000 ","$525,000 ",-,-,-,2021
Rico Gafford (2018-2019),CB,OAK,23,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Elijah Nkansah (2018-2019),T,SEA,24,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Dallin Leavitt (2018-2019),S,OAK,24,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Darvin Kidsy (2018-2019),WR,WAS,24,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Kyle Wilson (2018-2019),LB,LAC,23,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Garrett Dickerson (2018-2019),TE,NYG,23,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Malik Turner (2018-2019),WR,SEA,23,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Godwin Igwebuike (2018-2019),S,PHISigned w/TB,24,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Zack Golditch (2018-2019),G,KCSigned w/ARI,24,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Brett Maher (2018-2019),K,DAL,29,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Andrew East (2018-2019),LS,WAS,27,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Jameill Showers (2018-2019),QB,DAL,27,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Will Redmond (2018-2019),CB,GB,25,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Justin Zimmer (2018-2019),DT,ATL,26,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Tra Carson (2018-2019),RB,GB,26,2,"$1,050,000 ","$525,000 ",-,-,-,2020
J.P. Holtz (2018-2019),TE,WAS,25,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Jason Vander Laan (2018-2019),TE,CAR,26,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Cassanova Mckinzy (2018-2019),DE,WAS,26,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Antwaun Woods (2018-2019),DT,DAL,26,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Adam Redmond (2018-2019),G,DALSigned w/BUF,26,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Hunter Sharp (2018-2020),WR,CIN,25,2,"$1,050,000 ","$525,000 ",-,-,-,2021
Rolan Milligan (2018-2019),S,IND,24,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Jeff Richards (2018-2019),CB,LAC,28,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Mo Alie-Cox (2018-2019),TE,IND,25,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Dorian Johnson (2018-2019),G,CAR,24,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Roderick Johnson (2018-2019),T,HOU,23,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Jeremiah Ledbetter (2018-2019),DT,TB,25,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Isaiah Ford (2018-2019),WR,MIA,23,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Ryan Lewis (2018-2019),CB,BUF,25,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Keon Hatcher (2018-2019),WR,OAK,24,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Leo Koloamatangi (2018-2020),T,DET,25,2,"$1,050,000 ","$525,000 ",-,-,-,2021
Dee Virgin (2018-2019),CB,DETSigned w/HOU,25,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Gehrig Dieter (2018-2019),WR,KC,26,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Johnny Mundt (2018-2019),TE,LA,24,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Eric Smith (2018-2019),T,NYJ,23,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Javarius Leamon (2018-2019),T,CIN,26,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Ahmad Thomas (2018-2019),S,IND,24,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Pharaoh Brown (2018-2019),TE,CLE,25,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Tre' Sullivan (2018-2019),S,PHI,25,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Nick Mullens (2018-2019),QB,SF,24,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Korren Kirven (2018-2019),T,DAL,24,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Deante Burton (2018-2019),WR,HOU,24,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Ricky Ortiz (2018-2019),FB,ATL,25,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Andrew Wylie (2018-2019),T,KC,24,2,"$1,050,000 ","$525,000 ",-,-,-,2020
River Cracraft (2018-2019),WR,DEN,24,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Daurice Fountain (2018-2019),WR,IND,23,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Dylan Cantrell (2018-2019),WR,LAC,25,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Colby Gossett (2018-2019),G,ARI,24,2,"$1,050,000 ","$525,000 ",-,-,-,2020
James Looney (2018-2019),DT,GB,24,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Bo Scarbrough (2018-2019),RB,SEA,22,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Kendrick Norton (2018-2019),DT,MIA,22,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Kendall Donnerson (2018-2019),OLB,GB,23,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Tony Brown (2018-2019),CB,GB,22,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Trenton Scott (2018-2019),G,LAC,25,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Quadree Henderson (2018-2019),WR,NYJSigned w/NYG,22,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Donnie Ernsberger (2018-2019),TE,TB,0,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Tanner Hudson (2018-2019),TE,TB,24,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Kyle Allen (2018-2019),QB,CAR,23,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Taylor Hearn (2018-2019),G,CAR,23,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Allen Lazard (2018-2019),WR,GB,23,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Tyree Robinson (2018-2019),S,SF,25,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Skai Moore (2018-2019),LB,IND,24,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Ross Dwelley (2018-2019),TE,SF,24,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Niles Scott (2018-2019),DT,CIN,23,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Jeff Wilson (2018-2019),RB,SF,23,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Jeff Holland (2018-2019),LB,DEN,23,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Trey Marshall (2018-2019),S,DEN,23,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Deon Yelder (2018-2019),TE,KC,24,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Michael Ford (2018-2019),CB,DET,23,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Josh Adams (2018-2019),RB,PHI,22,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Keith Kirkwood (2018-2019),WR,NO,25,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Jeremy Reaves (2018-2019),S,WAS,22,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Robert Foster (2018-2019),WR,BUF,25,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Levi Wallace (2018-2019),CB,BUF,24,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Simmie Cobbs Jr. (2018-2019),WR,NO,23,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Matt Flanagan (2018-2019),TE,WAS,24,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Timon Parris (2018-2019),T,WAS,23,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Tyler Lancaster (2018-2019),DT,GB,24,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Dontrell Hilliard (2018-2019),RB,CLE,24,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Montrel Meander (2018-2019),S,NYJSigned w/OAK,24,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Jimmy Murray (2018-2019),C,KC,24,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Jordan Franks (2018-2019),TE,CIN,23,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Chris Jones (2018-2019),S,ARI,23,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Craig James (2018-2019),CB,MIN,23,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Paul Butler (2018-2019),TE,OAK,26,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Jalen Davis (2018-2019),CB,MIA,23,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Greg Joseph (2018-2019),K,CLE,24,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Jawill Davis (2018-2019),WR,GBSigned w/NYG,24,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Ryan Neal (2018-2019),FS,ATL,23,2,"$1,050,000 ","$525,000 ",-,-,-,2020
Randy Gregory (2019-2020),OLB,DAL,26,1,"$1,045,000 ","$1,045,000 ","$310,000 ","$310,000 ",29.67%,2021
